Record Length,2.500000e+03,,  -2.440000000000,  -0.01680,
Sample Interval,4.000000e-03,,  -2.436000000000,  -0.01680,
Trigger Point,6.100000000000e+02,,  -2.432000000000,  -0.01680,
,,,  -2.428000000000,  -0.01680,
,,,  -2.424000000000,  -0.01680,
,,,  -2.420000000000,  -0.01720,
Source,CH1,,  -2.416000000000,  -0.01720,
Vertical Units,V,,  -2.412000000000,  -0.01720,
Vertical Scale,1.000000e-02,,  -2.408000000000,  -0.01640,
Vertical Offset,2.800000e-03,,  -2.404000000000,  -0.01680,
Horizontal Units,s,,  -2.400000000000,  -0.01720,
Horizontal Scale,1.000000e+00,,  -2.396000000000,  -0.01720,
Pt Fmt,Y,,  -2.392000000000,  -0.01720,
Yzero,0.000000e+00,,  -2.388000000000,  -0.01640,
Probe Atten,1.000000e+00,,  -2.384000000000,  -0.01600,
Model Number,TDS1001B,,  -2.380000000000,  -0.01640,
Serial Number,C102706,,  -2.376000000000,  -0.01600,
Firmware Version,FV:v22.11,,  -2.372000000000,  -0.01680,
,,,-02.368000000000,  -0.01640,
,,,-02.364000000000,  -0.01720,
,,,-02.360000000000,  -0.01720,
,,,-02.356000000000,  -0.01640,
,,,-02.352000000000,  -0.01640,
,,,-02.348000000000,  -0.01640,
,,,-02.344000000000,  -0.01640,
,,,-02.340000000000,  -0.01680,
,,,-02.336000000000,  -0.01720,
,,,-02.332000000000,  -0.01640,
,,,-02.328000000000,  -0.01640,
,,,-02.324000000000,  -0.01640,
,,,-02.320000000000,  -0.01640,
,,,-02.316000000000,  -0.01680,
,,,-02.312000000000,  -0.01680,
,,,-02.308000000000,  -0.01640,
,,,-02.304000000000,  -0.01640,
,,,-02.300000000000,  -0.01680,
,,,-02.296000000000,  -0.01640,
,,,-02.292000000000,  -0.01640,
,,,-02.288000000000,  -0.01640,
,,,-02.284000000000,  -0.01680,
,,,-02.280000000000,  -0.01680,
,,,-02.276000000000,  -0.01680,
,,,-02.272000000000,  -0.01680,
,,,-02.268000000000,  -0.01640,
,,,-02.264000000000,  -0.01640,
,,,-02.260000000000,  -0.01680,
,,,-02.256000000000,  -0.01640,
,,,-02.252000000000,  -0.01680,
,,,-02.248000000000,  -0.01600,
,,,-02.244000000000,  -0.01680,
,,,-02.240000000000,  -0.01680,
,,,-02.236000000000,  -0.01680,
,,,-02.232000000000,  -0.01640,
,,,-02.228000000000,  -0.01600,
,,,-02.224000000000,  -0.01640,
,,,-02.220000000000,  -0.01640,
,,,-02.216000000000,  -0.01640,
,,,-02.212000000000,  -0.01640,
,,,-02.208000000000,  -0.01600,
,,,-02.204000000000,  -0.01600,
,,,-02.200000000000,  -0.01640,
,,,-02.196000000000,  -0.01600,
,,,-02.192000000000,  -0.01720,
,,,-02.188000000000,  -0.01640,
,,,-02.184000000000,  -0.01640,
,,,-02.180000000000,  -0.01720,
,,,-02.176000000000,  -0.01640,
