Record Length,2.500000e+03,,  -5.004000000000,   0.00340,
Sample Interval,4.000000e-03,,  -5.000000000000,   0.00340,
Trigger Point,1.251000000000e+03,,  -4.996000000000,   0.00380,
,,,  -4.992000000000,   0.00340,
,,,  -4.988000000000,   0.00340,
,,,  -4.984000000000,   0.00360,
Source,CH1,,  -4.980000000000,   0.00320,
Vertical Units,V,,  -4.976000000000,   0.00380,
Vertical Scale,5.000000e-03,,  -4.972000000000,   0.00360,
Vertical Offset,-1.000000e-02,,  -4.968000000000,   0.00300,
Horizontal Units,s,,  -4.964000000000,   0.00360,
Horizontal Scale,1.000000e+00,,  -4.960000000000,   0.00320,
Pt Fmt,Y,,  -4.956000000000,   0.00360,
Yzero,0.000000e+00,,  -4.952000000000,   0.00360,
Probe Atten,1.000000e+00,,  -4.948000000000,   0.00300,
Model Number,TDS1001B,,  -4.944000000000,   0.00340,
Serial Number,C102706,,  -4.940000000000,   0.00320,
Firmware Version,FV:v22.11,,  -4.936000000000,   0.00360,
,,,-04.932000000000,   0.00340,
,,,-04.928000000000,   0.00360,
,,,-04.924000000000,   0.00340,
,,,-04.920000000000,   0.00340,
,,,-04.916000000000,   0.00320,
,,,-04.912000000000,   0.00360,
,,,-04.908000000000,   0.00380,
,,,-04.904000000000,   0.00340,
,,,-04.900000000000,   0.00320,
,,,-04.896000000000,   0.00360,
,,,-04.892000000000,   0.00360,
,,,-04.888000000000,   0.00320,
,,,-04.884000000000,   0.00360,
,,,-04.880000000000,   0.00340,
,,,-04.876000000000,   0.00300,
,,,-04.872000000000,   0.00300,
,,,-04.868000000000,   0.00320,
,,,-04.864000000000,   0.00320,
,,,-04.860000000000,   0.00320,
,,,-04.856000000000,   0.00340,
,,,-04.852000000000,   0.00340,
,,,-04.848000000000,   0.00280,
,,,-04.844000000000,   0.00340,
,,,-04.840000000000,   0.00320,
,,,-04.836000000000,   0.00320,
,,,-04.832000000000,   0.00320,
,,,-04.828000000000,   0.00300,
,,,-04.824000000000,   0.00320,
,,,-04.820000000000,   0.00340,
,,,-04.816000000000,   0.00340,
,,,-04.812000000000,   0.00340,
,,,-04.808000000000,   0.00360,
,,,-04.804000000000,   0.00320,
,,,-04.800000000000,   0.00300,
,,,-04.796000000000,   0.00340,
,,,-04.792000000000,   0.00300,
,,,-04.788000000000,   0.00320,
,,,-04.784000000000,   0.00340,
,,,-04.780000000000,   0.00320,
,,,-04.776000000000,   0.00280,
,,,-04.772000000000,   0.00360,
,,,-04.768000000000,   0.00300,
,,,-04.764000000000,   0.00320,
,,,-04.760000000000,   0.00300,
,,,-04.756000000000,   0.00320,
,,,-04.752000000000,   0.00340,
,,,-04.748000000000,   0.00300,
,,,-04.744000000000,   0.00320,
,,,-04.740000000000,   0.00320,
,,,-04.736000000000,   0.00380,
,,,-04.732000000000,   0.00320,
,,,-04.728000000000,   0.00360,
,,,-04.724000000000,   0.00320,
,,,-04.720000000000,   0.00340,
,,,-04.716000000000,   0.00340,
,,,-04.712000000000,   0.00300,
,,,-04.708000000000,   0.00320,
,,,-04.704000000000,   0.00320,
,,,-04.700000000000,   0.00320,
,,,-04.696000000000,   0.00320,
,,,-04.692000000000,   0.00300,
,,,-04.688000000000,   0.00340,
,,,-04.684000000000,   0.00320,
,,,-04.680000000000,   0.00300,
,,,-04.676000000000,   0.00320,
,,,-04.672000000000,   0.00320,
,,,-04.668000000000,   0.00320,
,,,-04.664000000000,   0.00280,
,,,-04.660000000000,   0.00300,
,,,-04.656000000000,   0.00320,
,,,-04.652000000000,   0.00340,
,,,-04.648000000000,   0.00320,
,,,-04.644000000000,   0.00320,
,,,-04.640000000000,   0.00320,
,,,-04.636000000000,   0.00320,
,,,-04.632000000000,   0.00380,
,,,-04.628000000000,   0.00320,
,,,-04.624000000000,   0.00300,
,,,-04.620000000000,   0.00320,
,,,-04.616000000000,   0.00320,
,,,-04.612000000000,   0.00340,
,,,-04.608000000000,   0.00300,
,,,-04.604000000000,   0.00360,
,,,-04.600000000000,   0.00300,
,,,-04.596000000000,   0.00320,
,,,-04.592000000000,   0.00360,
,,,-04.588000000000,   0.00300,
,,,-04.584000000000,   0.00320,
,,,-04.580000000000,   0.00320,
,,,-04.576000000000,   0.00320,
,,,-04.572000000000,   0.00340,
,,,-04.568000000000,   0.00320,
,,,-04.564000000000,   0.00320,
,,,-04.560000000000,   0.00280,
,,,-04.556000000000,   0.00300,
,,,-04.552000000000,   0.00280,
,,,-04.548000000000,   0.00280,
,,,-04.544000000000,   0.00300,
,,,-04.540000000000,   0.00300,
,,,-04.536000000000,   0.00340,
,,,-04.532000000000,   0.00320,
,,,-04.528000000000,   0.00320,
,,,-04.524000000000,   0.00320,
,,,-04.520000000000,   0.00320,
,,,-04.516000000000,   0.00280,
,,,-04.512000000000,   0.00300,
,,,-04.508000000000,   0.00280,
,,,-04.504000000000,   0.00280,
,,,-04.500000000000,   0.00300,
,,,-04.496000000000,   0.00340,
,,,-04.492000000000,   0.00280,
,,,-04.488000000000,   0.00280,
,,,-04.484000000000,   0.00320,
,,,-04.480000000000,   0.00300,
,,,-04.476000000000,   0.00300,
,,,-04.472000000000,   0.00360,
,,,-04.468000000000,   0.00300,
,,,-04.464000000000,   0.00300,
,,,-04.460000000000,   0.00320,
,,,-04.456000000000,   0.00320,
,,,-04.452000000000,   0.00300,
,,,-04.448000000000,   0.00320,
,,,-04.444000000000,   0.00320,
,,,-04.440000000000,   0.00320,
,,,-04.436000000000,   0.00320,
,,,-04.432000000000,   0.00340,
,,,-04.428000000000,   0.00340,
,,,-04.424000000000,   0.00320,
,,,-04.420000000000,   0.00300,
,,,-04.416000000000,   0.00340,
,,,-04.412000000000,   0.00340,
,,,-04.408000000000,   0.00320,
,,,-04.404000000000,   0.00300,
,,,-04.400000000000,   0.00320,
,,,-04.396000000000,   0.00300,
,,,-04.392000000000,   0.00320,
,,,-04.388000000000,   0.00340,
,,,-04.384000000000,   0.00300,
,,,-04.380000000000,   0.00300,
,,,-04.376000000000,   0.00320,
,,,-04.372000000000,   0.00260,
,,,-04.368000000000,   0.00340,
,,,-04.364000000000,   0.00340,
,,,-04.360000000000,   0.00280,
,,,-04.356000000000,   0.00320,
